ts_iso;date;sum_no;sum_disc;total_cny;payout_no;payout_disc;payout_total
2025-08-19T16:12:26.449337+03:00;2025-08-19;0.000000;738.000000;738.000000;0.000000;73.800000;73.800000
2025-08-19T16:40:19.618379+03:00;2025-08-19;4534.000000;1232.000000;5766.000000;680.100000;123.200000;803.300000
2025-08-19T17:02:35.520993+03:00;2025-08-19;11000.000000;324.000000;11324.000000;1650.000000;32.400000;1682.400000
2025-08-19T17:18:00.868986+03:00;2025-08-19;1000.000000;34234.000000;35234.000000;150.000000;3423.400000;3573.400000
2025-08-19T20:17:05.191485+03:00;2025-08-19;1500.000000;3939.000000;5439.000000;225.000000;393.900000;618.900000
2025-08-19T20:23:28.020490+03:00;2025-08-19;494.000000;0.000000;494.000000;74.100000;0.000000;74.100000
